,Rating_id,Rating,Movie_id,title,Username,Critique,Date
460,461,3.4,639,When Harry Met Sally...,smichincs,"Repair Lumbosacral Plexus, Percutaneous Approach",2002-12-13
461,462,4.1,8077,AlienÂ³,jfarendenct,"Drainage of Subarachnoid Space with Drain Dev, Open Approach",2015-12-20
462,463,4.4,814,An American Werewolf in London,nronchetticu,"Supplement R Ext Jugular Vein w Nonaut Sub, Perc Endo",2002-08-20
463,464,2.1,571,The Birds,cdaventrycv,"Removal of Nonaut Sub from R Tibia, Perc Endo Approach",2014-08-02
464,465,5.9,6114,Dracula,mskrinecw,"Revision of Drainage Device in C-thor Jt, Open Approach",2023-05-07
465,466,8.6,9529,Candyman,ovonnassaucx,"Insert of Monitor Dev into R Lobe Liver, Perc Endo Approach",2011-03-02
466,467,4.5,1598,Cape Fear,szelnercy,"Removal of Nonaut Sub from L Low Femur, Perc Endo Approach",2018-12-11
467,468,6.1,7340,Carrie,glinfordcz,"Reposition Uvula, Open Approach",2011-12-07
468,469,9.9,377,A Nightmare on Elm Street,ryakobovitzd0,"Drainage of L Sternoclav Jt, Perc Endo Approach, Diagn",2021-12-06
469,470,1.8,794,The Omen,rgouchd1,"Reposition Right Internal Jugular Vein, Perc Approach",2001-03-01
470,471,8.9,199,Star Trek: First Contact,scollumd2,"Bypass Bi Vas Deferens to L Epidid w Synth Sub, Perc Endo",2013-04-01
471,472,4.7,12498,Sling Blade,nbuddingtond3,"Removal of Synthetic Substitute from Left Rib, Open Approach",2003-07-13
472,473,7.3,9279,Jingle All the Way,teareyd4,"Repair Hypothalamus, Open Approach",2000-12-21
473,474,6.7,21539,The Preacher's Wife,dbuntined5,"Insertion of VAD into L Up Leg Subcu/Fascia, Open Approach",2018-01-21
474,475,3.2,12709,Ridicule,rspinked6,"Removal of Radioact Elem from Abd Wall, Perc Endo Approach",2012-10-23
475,476,2.9,11674,101 Dalmatians,hmaylord7,"Removal of Autol Sub from R Finger Phalanx Jt, Open Approach",2000-01-17
476,477,3.1,1573,Die Hard 2,fringsd8,"Introduction of Other Gas into Respiratory Tract, Endo",2007-07-03
477,478,5.8,152,Star Trek: The Motion Picture,ttendahld9,Planar Nucl Med Imag of Liver using Technetium 99m,2005-12-17
478,479,6.7,174,Star Trek VI: The Undiscovered Country,wbrunetonda,"Restrict Intracran Art w Extralum Dev, Perc Endo",2018-11-11
479,480,1.2,172,Star Trek V: The Final Frontier,apettyfardb,"Replace L Palatine Bone w Autol Sub, Perc Endo",2002-10-17
480,481,9.1,154,Star Trek II: The Wrath of Khan,fstubbindc,"Excision of Right Vertebral Artery, Perc Approach, Diagn",2013-04-20
481,482,8.1,157,Star Trek III: The Search for Spock,candreasdd,Change Packing Material on Left Lower Extremity,2005-07-22
482,483,5.5,168,Star Trek IV: The Voyage Home,kcollerdde,"Drainage of Median Nerve, Open Approach",2023-02-21
483,484,3.1,364,Batman Returns,mschultdf,"Drainage of Bladder Neck, Percutaneous Approach, Diagnostic",2002-02-19
484,485,5.8,11967,Young Guns,tkordingdg,"Excision of Splenic Artery, Percutaneous Approach",2022-12-12
485,486,7.0,621,Grease,mtidburydh,"Repair Stomach, Percutaneous Endoscopic Approach",2003-10-11
486,487,5.2,9037,Grease 2,jcarbonelldi,"Revise Drain Dev in Head & Neck Subcu/Fascia, Open",2012-04-05
487,488,7.5,10173,Marked for Death,mcockledj,"Drainage of Perineum Bursa and Ligament, Perc Approach",2011-07-14
488,489,3.8,8845,Under Siege,melcumdk,Beam Radiation of Hypopharynx using Neutrons,2005-03-26
489,490,6.8,578,Jaws,banstiedl,"Revision of Synth Sub in L Up Extrem, Perc Endo Approach",2006-02-03
490,491,4.4,579,Jaws 2,kfussiedm,"Occlusion of Left Renal Vein, Perc Endo Approach",2004-07-24
491,492,8.5,17692,Jaws 3-D,cphilippartdn,"Drainage of Right Spermatic Cord, Perc Endo Approach",2022-12-14
492,493,8.2,75,Mars Attacks!,bmoodeydo,"Drainage of Nasal Turbinate, Via Opening",2010-10-23
493,494,7.6,13891,Citizen Ruth,bminthorpedp,"Occlusion L Ext Iliac Art w Intralum Dev, Perc",2018-11-06
494,495,3.9,9390,Jerry Maguire,egwytherdq,"Restrict of R Kidney Pelvis with Intralum Dev, Perc Approach",2019-07-14
495,496,3.9,378,Raising Arizona,lkupkadr,Plain Radiography of Cerv-cereb Arch using Oth Contrast,2012-01-14
496,497,3.0,9819,Marvin's Room,rclyantds,"Excision of Right Upper Leg Tendon, Perc Endo Approach",2006-11-13
497,498,9.2,4232,Scream,vpankethdt,"Bypass L Com Iliac Vein to Low Vein w Nonaut Sub, Open",2018-07-18
498,499,2.5,9361,The Last of the Mohicans,dewerdu,"Dilation of Gastric Vein, Open Approach",2012-01-13
499,500,4.7,8818,Evita,mvanveldedv,"Occlusion R Up Lobe Bronc w Intralum Dev, Open",2023-07-28
500,501,1.8,34314,Turbulence,nlindforsdw,"Insertion of VAD into R Up Arm Subcu/Fascia, Open Approach",2013-07-14
501,502,6.7,8860,Metro,hstrangwooddx,"Supplement R Foot Tendon with Synth Sub, Perc Endo Approach",2007-03-15
502,503,7.1,9619,Dante's Peak,abiancody,"Excision of L Temporomandib Jt, Perc Endo Approach, Diagn",2022-05-08
503,504,2.8,26306,Prefontaine,eflamentdz,"Alteration of R Low Leg Subcu/Fascia, Perc Approach",2017-12-15
504,505,5.3,66,Absolute Power,bcainse0,"Transfuse of Autol Platelets into Periph Art, Perc Approach",2005-10-06
505,506,3.6,11419,Vegas Vacation,bcarroduse1,"Supplement L Thorax Bursa/Lig w Nonaut Sub, Perc Endo",2005-07-22
506,507,1.4,638,Lost Highway,ctrulocke2,"Monitoring of Central Nervous Pressure, Open Approach",2000-08-04
507,508,2.3,25624,Rosewood,thaddrelle3,"Alteration of L Wrist with Autol Sub, Open Approach",2010-11-24
508,509,9.5,9366,Donnie Brasco,pharcombee4,"Monitoring of Urinary Flow, Via Opening",2018-10-20
509,510,10.0,28005,Kama Sutra - A Tale of Love,hfinlaisone5,"Occlusion Pulm Valve w Intralum Dev, Perc Endo",2020-04-16
510,511,3.4,9403,Private Parts,atremblee6,"Reposition T-lum Jt with Int Fix, Perc Approach",2018-04-04
511,512,3.7,10003,The Saint,mgangee7,Fluoroscopy of Right Pelvic (Iliac) Veins using Oth Contrast,2016-03-30
512,513,5.8,1624,Liar Liar,jiglesiase8,"Destruction of Right Brachial Vein, Open Approach",2013-07-01
513,514,4.5,16052,Selena,sproffitte9,"Revision of Other Device in Lower Back, Perc Approach",2007-04-03
514,515,2.7,4477,The Devil's Own,mcurcherea,"Fusion of L Sternoclav Jt with Int Fix, Perc Approach",2005-05-21
515,516,7.2,24662,Cats Don't Dance,uphilpaulteb,"Restrict L Up Extrem Lymph w Intralum Dev, Perc",2004-01-09
516,517,2.2,6499,Turbo: A Power Rangers Movie,fzapateroec,"Replace R Int Iliac Art w Nonaut Sub, Perc Endo",2009-09-06
517,518,10.0,50512,Anna Karenina,ktschiersched,"Drainage of Right Axilla, Perc Endo Approach, Diagn",2020-10-03
518,519,9.6,9360,Anaconda,mpietersenee,"Insertion of Stim Gen into Chest Subcu/Fascia, Open Approach",2022-07-13
519,520,8.0,816,Austin Powers: International Man of Mystery,ckayseref,"Removal of Nonaut Sub from L Acetabulum, Perc Approach",2000-05-21
520,521,7.1,2163,Breakdown,mmorisoneg,"Replace of R Com Iliac Vein with Autol Sub, Open Approach",2001-05-05
521,522,6.5,18,The Fifth Element,eabrahamsohneh,Ultrasonography of Sacrum and Coccyx,2016-09-17
522,523,5.4,64802,Love! Valour! Compassion!,ldronei,"Detachment at Right 4th Toe, Low, Open Approach",2006-03-19
523,524,6.6,330,The Lost World: Jurassic Park,aelliceej,"Fusion Occip Jt w Autol Sub, Ant Appr A Col, Perc Endo",2021-07-29
524,525,8.9,1701,Con Air,emoultrieek,Fluency Assessment using Audiovisual Equipment,2002-04-21
525,526,7.2,1639,Speed 2: Cruise Control,dbaumannel,"Fragmentation in Descending Colon, External Approach",2018-08-13
526,527,7.0,49235,Squeeze,nwaddieem,"Dilation of 4+ Cor Art with Drug-elut Intra, Perc Approach",2019-09-10
527,528,1.8,415,Batman & Robin,rmarlingen,"Dilate R Int Jugular Vein w Intralum Dev, Perc Endo",2008-06-08
528,529,5.1,11970,Hercules,dpatrieeo,"Supplement Right Renal Vein with Nonaut Sub, Open Approach",2000-04-10
529,530,7.5,8874,My Best Friend's Wedding,ocableep,Caregiver Training in Feeding and Eating using Prosthesis,2011-09-14
530,531,1.4,266,Contempt,kpahlereq,"Dilation of R Radial Art with 4+ Intralum Dev, Open Approach",2019-12-04
531,532,8.3,754,Face/Off,kstermaner,"Destruction of Vulva, External Approach",2008-09-02
532,533,4.2,607,Men in Black,dpeotzes,"Reposition Thoracic Spinal Cord, Open Approach",2000-11-08
533,534,5.3,17834,A Simple Wish,mbradnumet,"Irrigation of GU Tract using Irrigat, Perc Approach",2014-04-29
534,535,6.5,686,Contact,kmurnameeu,"Supplement R Humeral Head w Nonaut Sub, Perc Endo",2016-03-09
535,536,5.7,4421,G.I. Jane,alamckenev,"Revision of Drainage Device in Ureter, Open Approach",2018-01-01
536,537,2.6,9387,Conan the Barbarian,eohdirscollew,"Inspection of Left Lower Extremity, Perc Endo Approach",2012-04-30
537,538,2.8,2142,Cop Land,koquinex,"Drainage of Right Diaphragm, Open Approach, Diagnostic",2014-01-17
538,539,3.1,8413,Event Horizon,dverchambreey,"Revision of Int Fix in R Metacarpocarp Jt, Extern Approach",2013-02-18
539,540,2.4,10336,Spawn,cblankleyez,"Occlusion R Ext Iliac Vein w Intralum Dev, Perc",2019-09-13
540,541,6.8,20737,Air Bud,raronsonf0,"Destruction of Middle Esophagus, Via Opening",2016-06-02
541,542,6.8,9413,Picture Perfect,tchittief1,"Reposition Left Metatarsal-Tarsal Joint, External Approach",2000-07-12
542,543,7.6,8834,Conspiracy Theory,vseabrookf2,Compression of Left Hand using Pressure Dressing,2008-10-08
543,544,1.7,8854,Steel,hbudibentf3,"Supplement Left Foot with Autol Sub, Open Approach",2007-10-18
544,545,9.2,4961,Mimic,fbeneyf4,"Fusion of R Toe Phalanx Jt with Autol Sub, Open Approach",2002-10-04
545,546,2.5,9772,Air Force One,jmilbournef5,Osteopathic Treatment of Lower Extremities using Lymph Pump,2015-01-26
546,547,5.0,6072,One Eight Seven,bwelbeckf6,"Removal of Nonaut Sub from Low Intest Tract, Via Opening",2014-11-14
547,548,7.3,1669,The Hunt for Red October,dmilaf7,"Supplement R Lacrimal Bone w Synth Sub, Perc Endo",2010-03-11
548,549,5.5,2118,L.A. Confidential,mstirtonf8,"Bypass L Brach Art to L Up Arm Art w Autol Vn, Open",2013-12-01
549,550,2.6,978,Seven Years in Tibet,afabbf9,"Reposition Left Ulna with Monopln Ext Fix, Perc Approach",2006-07-07
550,551,2.2,9437,Kiss the Girls,smessomfa,"Change Other Device in Left Pleural Cavity, Extern Approach",2000-01-07
551,552,1.3,10351,Wishmaster,jturfinfb,"Insertion of Infusion Device into L Low Arm, Perc Approach",2001-06-08
552,553,4.1,2649,The Game,mgarmeyfc,"Reposition Right Vocal Cord, Endo",2015-07-16
553,554,8.0,14289,Fire Down Below,bmattevifd,"Supplement L Thyroid Art with Nonaut Sub, Open Approach",2017-10-17
554,555,9.5,10155,U Turn,igilhouleyfe,"Dilation of Portal Vein, Percutaneous Endoscopic Approach",2016-01-04
555,556,9.6,68924,The Ice Storm,jfoakesff,Hyperthermia of Abdomen,2001-02-07
556,557,2.3,2255,Chasing Amy,lgooldingfg,"Release Lingula Bronchus, Percutaneous Approach",2016-09-14
557,558,9.8,9427,The Full Monty,lrennoxfh,"Bypass R Subclav Art to L Extracran Art, Open Approach",2011-07-21
558,559,8.0,3597,I Know What You Did Last Summer,ddanilchikfi,"Bypass R Cephalic Vein to Up Vein w Autol Sub, Open",2005-06-28
559,560,4.5,1813,The Devil's Advocate,jwabyfj,"Excision of Coccyx, Percutaneous Endoscopic Approach",2014-12-12
560,561,1.2,12628,Playing God,bbantickfk,"Bypass R Vas Deferens to L Epidid w Synth Sub, Perc Endo",2023-05-05
561,562,2.7,33344,The House of Yes,jcrippesfl,"Revision of Extraluminal Device in Lower Vein, Open Approach",2008-11-25
562,563,9.5,782,Gattaca,jchapellowfm,"Supplement R Com Iliac Art with Synth Sub, Open Approach",2023-01-06
563,564,2.3,10871,Switchback,jmcvicarfn,"Extirpation of Matter from Pancreatic Duct, Perc Approach",2018-09-09
564,565,4.2,10890,Stripes,wconewfo,Removal of Packing Material on Right Upper Leg,2021-05-22
565,566,2.2,1281,Bean,ngiabuzzifp,"Replacement of Peritoneum with Nonaut Sub, Open Approach",2016-09-18
566,567,6.9,9770,Mad City,pthurstanfq,"Supplement Left Diaphragm with Synth Sub, Perc Endo Approach",2003-06-03
567,568,1.4,12616,One Night Stand,kocoskerryfr,"Supplement Left Hip Joint with Liner, Open Approach",2019-02-20
568,569,5.8,11975,The Rainmaker,aredhousefs,"Repair Thoracic Vertebra, Open Approach",2013-02-21
569,570,1.5,4995,Boogie Nights,yrickarseyft,"Restriction of Bladder Neck, Open Approach",2003-01-26
570,571,4.8,9281,Witness,bdruelfu,"Revision of Autol Sub in Up Intest Tract, Open Approach",2023-09-07
571,572,7.6,563,Starship Troopers,sivanaevfv,"Supplement Left Buttock with Nonaut Sub, Open Approach",2006-06-16
572,573,9.6,19931,The Joy Luck Club,aeverardfw,"Removal of Autol Sub from L Sternoclav Jt, Open Approach",2000-02-02
573,574,9.8,10215,Sliding Doors,nthomsonfx,"Occlusion of Carina, Via Natural or Artificial Opening",2018-07-20
574,575,9.5,9823,Mortal Kombat: Annihilation,nkezorfy,"Replacement of Right Choroid with Nonaut Sub, Open Approach",2006-09-06
575,576,7.2,37165,The Truman Show,gemblingfz,"Lower Arteries, Destruction",2016-05-09
576,577,1.8,4824,The Jackal,rgrumleyg0,"Revision of Monitor Dev in Low Intest Tract, Extern Approach",2010-10-30
577,578,2.9,9444,Anastasia,ccollingeg1,"Inspection of Ureter, Percutaneous Endoscopic Approach",2018-07-28
578,579,9.2,9414,The Man Who Knew Too Little,cobreeng2,"Replacement of R Palatine Bone with Autol Sub, Open Approach",2012-12-18
579,580,9.8,8078,Alien: Resurrection,bdanglg3,"Repair Trachea, Percutaneous Approach",2004-09-09
580,581,5.5,11831,Amistad,bbottbyg4,"Extirpation of Matter from Cerebral Meninges, Open Approach",2009-09-30
581,582,7.6,2639,Deconstructing Harry,kgambling5,"Revision of Synthetic Substitute in Kidney, Via Opening",2023-04-05
582,583,1.4,9574,Flubber,ddonoving6,"Bypass L Pulm Art from Carotid with Synth Sub, Open Approach",2020-04-10
583,584,5.7,10371,For Richer or Poorer,tgilfordg7,"Drainage of Right Occipital Bone, Percutaneous Approach",2014-09-18
584,585,4.0,489,Good Will Hunting,ksouzag8,"Dilate Inf Mesent Art, Bifurc, w Drug-elut Intra, Perc Endo",2006-05-22
585,586,4.5,9714,Home Alone 3,mcorlettg9,"Repair Right Upper Arm Tendon, Percutaneous Approach",2022-08-19
586,587,4.6,8197,Midnight in the Garden of Good and Evil,jpolinga,"Inspection of R Metatarsophal Jt, Extern Approach",2012-08-23
587,588,3.0,6283,MouseHunt,htoulamaingb,Traction of Right Foot,2009-03-17
588,589,8.9,4233,Scream 2,jbigginsgc,"Inspection of Right Foot, External Approach",2017-12-26
589,590,6.6,10217,The Sweet Hereafter,cjanssengd,"Supplement Nasopharynx with Autol Sub, Via Opening",2008-10-19
590,591,8.8,597,Titanic,cskehensge,"Revision of Int Fix in L Acetabulum, Extern Approach",2017-01-01
591,592,5.2,714,Tomorrow Never Dies,sbatterhamgf,"Supplement Lower Gingiva with Autol Sub, Perc Approach",2019-03-19
592,593,5.9,9922,The Postman,mdachsgg,"Removal of Ext Fix from L Up Femur, Perc Approach",2015-07-26
593,594,5.4,547,The Horse Whisperer,dportamgh,"Drainage of Facial Nerve, Open Approach, Diagnostic",2007-07-05
594,595,8.2,184,Jackie Brown,chyslopgi,"Drainage of Right Foot Artery with Drain Dev, Open Approach",2005-08-03
595,596,5.6,9746,Kundun,tdinnagegj,"Release Left Eye, External Approach",2020-04-06
596,597,3.2,115,The Big Lebowski,qgreensetgk,"Revision of Autol Sub in R Tarsal Jt, Perc Approach",2012-02-27
597,598,8.1,9410,Great Expectations,jsaywoodgl,"Bypass Cecum to Sigm Colon w Synth Sub, Perc Endo",2017-06-07
598,599,5.0,586,Wag the Dog,cbarnwillgm,"Restriction of Cecum, Percutaneous Endoscopic Approach",2021-12-12
599,600,5.8,2666,Dark City,ewalklottgn,"Revision of Nonautologous Tissue Substitute in L Eye, Endo",2000-10-20
600,601,8.6,11258,Hard Rain,msimcogo,"Electroconvulsive Therapy, Bilateral-Single Seizure",2015-04-26
601,602,1.7,9490,Half Baked,mroseboroughgp,"Removal of Nonaut Sub from R Carpal Jt, Open Approach",2003-02-15
602,603,6.0,25719,Shooting Fish,hvernhamgq,"Excision of Left Upper Eyelid, Open Approach",2007-02-10
603,604,7.4,6116,Spice World,rfansygr,"Irrigation of Male Reproductive using Irrigat, Endo, Diagn",2017-10-10
604,605,9.5,9457,Deep Rising,iwishamgs,"Dilation of R Ulnar Art with 3 Drug-elut, Perc Endo Approach",2002-07-18
605,606,1.1,11702,The Replacement Killers,hbrandogt,"Monitoring of Respiratory Flow, Via Opening",2023-02-15
606,607,3.6,12238,The Night Flier,cdmtrovicgu,"Insert Infusion Dev in R Post Tib Art, Perc Endo",2004-09-17
607,608,9.3,11568,Blues Brothers 2000,sgenthnergv,"Insertion of Monitor Dev into Ileum, Perc Endo Approach",2001-12-07
608,609,9.1,11003,The Wedding Singer,mgilchriestgw,"Removal of Nonaut Sub from R Up Femur, Perc Endo Approach",2007-05-21
609,610,1.4,10153,Sphere,hdonavangx,"Bypass R Ext Iliac Art to R Ext Ilia w Synth Sub, Open",2018-12-14
610,611,6.4,2898,As Good as It Gets,bpiellgy,Fluoroscopy of L Ext Carotid using H Osm Contrast,2019-11-13
611,612,8.8,9558,King of New York,beaglandgz,"Drainage of Left Main Bronchus with Drain Dev, Open Approach",2018-09-21
612,613,4.2,11808,U.S. Marshals,rgiorginih0,"Removal of Nonaut Sub from L Fibula, Perc Endo Approach",2021-12-30
613,614,4.0,42807,The Newton Boys,khambletonh1,"Insertion of Radioactive Element into L Lung, Perc Approach",2010-09-01
614,615,8.8,617,Wild Things,vllorensh2,"Supplement L Axilla Lymph with Autol Sub, Perc Endo Approach",2005-03-29
615,616,4.4,32456,Two Girls and a Guy,ddeboickh3,"Extirpation of Matter from Hypothalamus, Open Approach",2014-03-17
616,617,5.8,17127,The Object of My Affection,ebargeh4,"Destruction of Right Glenoid Cavity, Perc Endo Approach",2009-07-29
617,618,8.1,40688,Meet the Deedles,cgulleyh5,"Inspection of Right Acromioclavicular Joint, Open Approach",2004-10-24
618,619,6.5,2157,Lost in Space,tmantleh6,"Change Drainage Device in Gallbladder, External Approach",2000-01-02
619,620,1.4,29193,The Spanish Prisoner,nfreeberneh7,"Insertion of Ext Fix into R Knee Jt, Perc Approach",2016-05-04
620,621,9.1,795,City of Angels,kposerh8,"Drainage of Right Rib, Percutaneous Approach, Diagnostic",2007-02-06
621,622,6.3,9469,He Got Game,bchellamh9,"Bypass Abd Aorta to B Com Ilia w Autol Art, Perc Endo",2014-12-10
622,623,4.4,16148,Zero Effect,mreihmha,"Revision of Int Fix in R Tibia, Extern Approach",2005-01-04
623,624,2.5,78149,"An Alan Smithee Film: Burn, Hollywood, Burn",rfieldershb,"Drainage of Left Mastoid Sinus, Percutaneous Approach, Diagn",2018-01-12
624,625,3.4,10622,Mr. Nice Guy,bbarbiehc,"Excision of Right Middle Lung Lobe, Open Approach, Diagn",2013-10-04
625,626,1.1,10216,Species II,sadawayhd,"Release Inferior Mesenteric Vein, Perc Endo Approach",2003-01-10
626,627,9.3,9448,The Big Hit,otimewellhe,"Excision of Right Hip Joint, Percutaneous Approach",2009-11-17
627,628,6.7,8656,Deep Impact,chaggerhf,"Release Sacrococcygeal Joint, Percutaneous Approach",2018-02-23
628,629,1.2,58680,Woo,aciottoihg,"Reposition R Up Femur w Monopln Ext Fix, Perc Endo",2022-02-14
629,630,4.6,18937,Quest for Camelot,mdelacotehh,"Remove Infusion Dev from Up Extrem Subcu/Fascia, Open",2022-09-29
630,631,6.9,929,Godzilla,wacklandshi,"Restriction of Right Femoral Vein, Open Approach",2014-04-08
631,632,7.9,9452,Bulworth,zfishhj,"Dilate L Brach Art, Bifurc, w 4 Drug-elut, Perc",2019-03-02
632,633,9.3,1878,Fear and Loathing in Las Vegas,bflahyhk,"Excision of Spleen, Open Approach, Diagnostic",2005-10-04
633,634,1.6,9844,The Opposite of Sex,cfigginshl,"Replace R Low Arm & Wrist Tendon w Synth Sub, Open",2017-04-02
634,635,4.9,1965,A Perfect Murder,bcorhardhm,"Supplement Intracranial Vein with Autol Sub, Perc Approach",2011-06-29
635,636,2.6,6068,Six Days Seven Nights,bsparwellhn,"Insertion of Monitor Dev into Pericardium, Open Approach",2004-06-08
636,637,3.5,15037,Can't Hardly Wait,emullochho,"Bypass Cereb Vent to Pleural Cav w Synth Sub, Perc",2023-08-21
637,638,3.4,21334,Children of Heaven,mboatrighthp,"Inspection of Right Elbow Joint, External Approach",2007-07-16
638,639,5.6,10674,Mulan,acorsarhq,"Repair Left Inguinal Region, Perc Endo Approach",2002-04-19
639,640,5.9,846,The X Files,ccorbishleyhr,"Dilate L Peroneal Art, Bifurc, w 2 Intralum Dev, Perc",2012-02-05
640,641,5.0,3050,Doctor Dolittle,bblandfordhs,"Supplement Left Ulnar Artery with Autol Sub, Open Approach",2018-12-30
641,642,2.6,1389,Out of Sight,ggaudonht,"Revision of Nonaut Sub in Tricusp Valve, Open Approach",2014-05-14
642,643,7.0,9464,Buffalo '66,hruberryhu,"Drainage of Left Metatarsal-Phalangeal Joint, Open Approach",2011-01-19
643,644,7.0,95,Armageddon,rsandellhv,"Drainage of Left Metatarsal, Perc Endo Approach",2020-01-13
644,645,6.9,944,Lethal Weapon 4,lcasarohw,"Supplement R Hip Tendon with Autol Sub, Perc Endo Approach",2022-12-17
645,646,2.8,11551,Small Soldiers,tlongstreethx,Magnetic Resonance Imaging (MRI) of Abd & Pelvis Subcu,2008-04-20
646,647,7.5,473,Pi,lpauleauhy,"Supplement Tricusp Valve fr R AV Vlv w Zooplastic, Open",2012-01-22
647,648,7.8,544,There's Something About Mary,kshrimptonhz,"Transfuse Nonaut Factor IX in Periph Vein, Perc",2023-02-28
648,649,4.2,65203,The Broadway Melody,fkilbeei0,Speech Recognition Assess w Cochlear Implant Equip,2000-11-01
649,650,9.1,33680,Grand Hotel,fthyeri1,"Lower Arteries, Revision",2009-06-15
650,651,7.9,56164,Cavalcade,fgreenleyi2,"MRI of Pelvic Art using Oth Contrast, Unenh, Enhance",2010-09-12
651,652,7.7,12311,Mutiny on the Bounty,unorquoyi3,"Destruction of L Ankle Bursa/Lig, Perc Endo Approach",2003-07-15
652,653,5.9,34106,You Can't Take It With You,afrenschei4,"Bypass Right Ureter to Ileum with Nonaut Sub, Open Approach",2005-02-19
653,654,9.8,43266,How Green Was My Valley,ehysomi5,"Replace of L Lacrimal Bone with Nonaut Sub, Open Approach",2003-03-21
654,655,4.2,27367,Mrs. Miniver,agisburnei6,"Release Left External Auditory Canal, External Approach",2003-06-22
655,656,7.5,28580,The Lost Weekend,bemblini7,"Extirpate matter from R Metacarpocarp Jt, Perc Endo",2010-09-12
656,657,9.7,887,The Best Years of Our Lives,acomiskeyi8,"Drain of Medulla Oblong with Drain Dev, Perc Endo Approach",2001-11-24
657,658,5.3,33667,Gentleman's Agreement,hbeezei9,"MRI of Neck using Oth Contrast, Unenh, Enhance",2001-11-23
658,659,6.7,27191,The Greatest Show on Earth,bschruursia,"Transfuse Autol Red Blood Cells in Periph Vein, Perc",2008-06-01
659,660,1.8,11426,From Here to Eternity,chaugerib,Beam Radiation of Mandible using Electrons,2012-10-21
660,661,9.1,654,On the Waterfront,malboneic,"Occlusion of Right Inguinal Lymphatic, Percutaneous Approach",2002-01-01
661,662,3.4,15919,Marty,fcloggid,"Extirpation of Matter from Cervical Vertebra, Perc Approach",2004-06-19
662,663,5.8,1725,West Side Story,mskillie,Plain Radiography of Uterus using Other Contrast,2021-01-20
663,664,8.4,5769,Tom Jones,landerlif,"Bypass L Fem Art to Poplit Art with Synth Sub, Open Approach",2020-10-15
664,665,9.1,874,A Man for All Seasons,ssimonettig,"Revision of Spacer in L Toe Phalanx Jt, Extern Approach",2006-05-11
665,666,5.6,10633,In the Heat of the Night,gpinorih,"Reattachment of Mult Parathyroid, Perc Endo Approach",2009-10-14
666,667,7.7,17917,Oliver!,jgovinlockii,"Restriction of L Com Carotid, Perc Endo Approach",2012-11-15
667,668,5.8,3116,Midnight Cowboy,rtotaroij,"Revision of Synthetic Substitute in Penis, Perc Approach",2009-11-17
668,669,2.3,1051,The French Connection,aproshik,"Dilate L Popl Art w 4+ Intralum Dev, Perc Endo",2019-07-08
669,670,7.8,1366,Rocky,kgirardengoil,"Excision of Stomach, Via Natural or Artificial Opening, Vert",2019-09-11
670,671,7.5,12102,Kramer vs. Kramer,emewtonim,"Removal of Nonaut Sub from R Elbow Jt, Perc Approach",2012-07-16
671,672,4.7,9443,Chariots of Fire,isemkinsin,"Drainage of L Foot Bursa/Lig with Drain Dev, Perc Approach",2023-06-14
672,673,9.1,606,Out of Africa,tmcleoidio,"Fluoroscopy of R Up Extrem Vein using Oth Contrast, Guidance",2001-02-18
673,674,7.1,746,The Last Emperor,jkinneallyip,"Introduce Autol Fertilized Ovum in Fem Reprod, Via Opening",2022-11-07
674,675,1.2,380,Rain Man,kcarwardineiq,"Destruction of Hyoid Bone, Open Approach",2013-11-21
675,676,8.7,403,Driving Miss Daisy,nbooneir,"Revision of Nonaut Sub in Vagina & Cul-de-sac, Open Approach",2020-08-24
676,677,1.9,13820,Repo Man,ljoseferis,"Restrict of R Int Mamm Art with Extralum Dev, Open Approach",2017-11-07
677,678,7.3,13597,Labyrinth,hbartoleynit,"Transfuse Autol Cord Bld Stem Cell in Periph Art, Perc",2003-05-13
678,679,8.0,2108,The Breakfast Club,ameinsiu,"Insert Intralum Dev in L Int Iliac Art, Perc Endo",2009-03-09
679,680,5.4,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,cninnisiv,Perceptual Processing Assessment using Other Equipment,2002-10-09
680,681,1.9,10072,A Nightmare on Elm Street 3: Dream Warriors,nsuddelliw,CT Scan of Pancreas using L Osm Contrast,2018-01-05
681,682,5.9,10131,A Nightmare on Elm Street 4: The Dream Master,hcatterellix,"Revision of Infusion Dev in Vas Deferens, Perc Endo Approach",2010-08-17
682,683,5.3,10160,A Nightmare on Elm Street 5: The Dream Child,ctonbyeiy,"Release Right External Auditory Canal, Endo",2010-08-23
683,684,8.0,11284,Freddy's Dead: The Final Nightmare,mcleavesiz,"Insertion of Infusion Dev into Sup Mesent Art, Open Approach",2014-08-21
684,685,5.6,4488,Friday the 13th,efelgatj0,"Bypass R Radial Art to Low Arm Vein w Autol Vn, Open",2002-05-18
685,686,9.2,9725,Friday the 13th Part 2,sdaniellotj1,"Dilation of R Brach Art with 2 Drug-elut, Perc Approach",2017-02-08
686,687,4.6,9728,Friday the 13th Part III,vcastelotj2,"Control Bleeding in Lower Back, Open Approach",2017-07-05
687,688,1.2,9730,Friday the 13th: The Final Chapter,jkelsallj3,"Division of Right Ethmoid Bone, Percutaneous Approach",2007-11-23
688,689,4.0,9731,Friday the 13th: A New Beginning,emerritonj4,"Replace of Chest Subcu/Fascia with Nonaut Sub, Open Approach",2018-12-16
