budget,homepage,id,original_language,release_date,revenue,runtime,title,genre
450000,,15624,en,2006-06-07,973525,84,Conversations with Other Women,Drama
18000000,http://www.boratmovie.com/,496,en,2006-11-01,261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy
19000000,http://www.panslabyrinth.com,1417,es,2006-05-27,83258226,118,Pan's Labyrinth,Horror
70000000,,4643,en,2006-09-28,55011732,139,The Guardian,Action
85000000,http://www.sonypictures.com/movies/openseason/,7484,en,2006-09-29,197309027,83,Open Season,Adventure
20000000,,9842,en,2006-09-29,17807569,100,School for Scoundrels,Action
90000000,http://thedeparted.warnerbros.com/,1422,en,2006-10-05,289847354,151,The Departed,Comedy
12000000,,9794,en,2006-10-06,38368909,103,Employee of the Month,Documentary
40000000,,9978,en,2006-07-21,23937870,93,Stormbreaker,Thriller
12000000,,7510,en,2006-10-27,6754898,116,Running with Scissors,Action
20000000,http://www.sonypictures.com/homevideo/thegrudge2/,1975,en,2006-10-13,39143839,102,The Grudge 2,Adventure
20000000,,9895,en,2006-10-09,41237648,115,Man of the Year,Horror
20000000,,8975,en,2006-10-13,22165608,92,The Marine,Thriller
13000000,,9672,en,2006-11-16,1151330,110,Infamous,Horror
20000000,http://8x.com/onenight/main.html,15005,en,2006-10-13,13391174,123,One Night with the King,Horror
26000000,http://www.littlechildrenmovie.com,1440,en,2006-10-06,14821658,136,Little Children,Horror
11,,28932,en,1978-04-26,11,145,F.I.S.T.,Sci-Fi
100000,http://www.facingthegiants.com/,18925,en,2006-09-29,10178331,111,Facing the Giants,Documentary
6000000,,1523,en,2006-09-01,48027970,121,The Last King of Scotland,Horror
2000000,,1378,en,2006-05-20,5179037,101,Shortbus,Comedy
76000000,http://www.universalstudiosentertainment.com/children-of-men/,9693,en,2006-09-22,69959751,109,Children of Men,Documentary
40000000,http://wwws.warnerbros.de/theprestige/,1124,en,2006-10-19,109676311,130,The Prestige,Adventure
90000000,,3683,en,2006-10-18,65900249,132,Flags of Our Fathers,Documentary
15000000,,14012,en,2006-10-20,21000000,95,Flicka,Documentary
9500000,http://www.9thcompany.com,14097,ru,2005-09-19,24000000,139,9th Company,Documentary
10000000,,214,en,2006-10-27,163876815,108,Saw III,Documentary
2000000,http://www.deathofapresident.com/,21173,en,2006-10-27,167000,97,Death of a President,Sci-Fi
1200000,,43884,en,1936-10-20,2736000,115,The Charge of the Light Brigade,Sci-Fi
149000000,http://www.dreamworksanimation.com/flushed/,11619,en,2006-10-22,64459316,85,Flushed Away,Horror
50000000,http://www.parfum.film.de/,1427,en,2006-09-13,132180323,147,Perfume: The Story of a Murderer,Thriller
12000000,,13767,en,2006-11-01,84500122,98,The Santa Clause 3: The Escape Clause,Horror
35000000,,9726,en,2006-09-09,42064105,118,A Good Year,Sci-Fi
15000000,,10093,en,2006-11-10,11992014,85,The Return,Thriller
12000000,,14799,en,2006-11-22,5542025,86,For Your Consideration,Horror
150000000,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),36557,en,2006-11-14,599045960,144,Casino Royale,Thriller
100000000,http://www.warnerbros.com/happy-feet,9836,en,2006-11-16,384335608,108,Happy Feet,Thriller
4000000,,9809,en,2006-11-17,4630045,84,Let's Go to Prison,Adventure
75000000,,7551,en,2006-11-22,180557550,126,Déjà Vu,Drama
85000000,http://www.sonypictures.com/movies/theholiday/,1581,en,2006-12-08,194168700,136,The Holiday,Thriller
12000000,,313,en,2006-02-09,1381665,112,Snow Cake,Horror
2000000,http://www.harshtimes.com/,7873,en,2005-09-11,5967038,120,Harsh Times,Action
22000000,http://www.tenaciousdmovie.com/,2179,en,2006-11-22,13405595,93,Tenacious D in The Pick of Destiny,Thriller
100000000,,1372,en,2006-12-07,170877916,143,Blood Diamond,Action
85000000,,9986,en,2006-12-15,144000000,97,Charlotte's Web,Adventure
100000000,http://www.eragonmovie.com/,2486,en,2006-12-14,249288105,104,Eragon,Documentary
24000000,http://www.rocky.com/,1246,en,2006-12-20,155721132,102,Rocky Balboa,Comedy
16800000,http://www.furmovie.com/,18615,en,2006-08-30,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,Sci-Fi
500000,http://www.profun.de/anothergaymovie/,12795,en,2006-04-28,745327,92,Another Gay Movie,Thriller
65000000,,11170,en,2006-12-12,43545364,124,We Are Marshall,Sci-Fi
85000000,http://www.thegoodshepherdmovie.com/,1247,en,2006-12-11,59908565,167,The Good Shepherd,Horror
70000000,http://www.dreamgirlsmovie.com/,1125,en,2006-12-25,154937680,134,Dreamgirls,Comedy
21000000,http://www.freedomwriters.com/,1646,en,2007-01-05,41170784,123,Freedom Writers,Adventure
4000000,http://www.foxsearchlight.com/site/thehistoryboys/,8618,en,2006-10-02,13401952,109,The History Boys,Comedy
15000000,http://www.foxsearchlight.com/NOAS/,1259,en,2006-12-25,49469904,92,Notes on a Scandal,Sci-Fi
21000000,,9053,en,2006-09-07,480314,87,DOA: Dead or Alive,Comedy
32000000,http://www.the-good-german.de,182,en,2006-12-08,5914908,108,The Good German,Sci-Fi
19000000,http://iwojimathemovie.warnerbros.com/lettersofiwojima/framework/framework.html,1251,en,2006-12-19,68673228,141,Letters from Iwo Jima,Action
9000000,,9656,en,2006-12-25,21510851,84,Black Christmas,Comedy
47000000,http://www.happilyneverafterthefilm.com/,5393,en,2006-09-14,38085778,75,Happily N'Ever After,Drama
20000000,,14396,en,2007-01-05,10337477,84,Code Name: The Cleaner,Drama
13000000,,1931,en,2007-05-16,75511123,114,Stomp the Yard,Thriller
30000000,,13967,en,2006-12-03,35078241,92,Miss Potter,Comedy
86000000,,9992,en,2006-12-13,107944236,94,Arthur and the Invisibles,Drama
10000000,,8398,en,2007-01-19,25399945,84,The Hitcher,Horror
60000000,http://disney.go.com/disneyvideos/liveaction/bridgetoterabithia/,1265,en,2007-02-16,137587063,96,Bridge to Terabithia,Sci-Fi
100000,http://www.killerofsheep.com/,27432,en,1978-11-14,362222,83,Killer of Sheep,Action
2000000,,10758,en,2007-05-25,22179430,108,Waitress,Comedy
25000000,http://www.sonypictures.com/movies/catchandrelease/,13668,en,2006-10-20,16158487,111,Catch and Release,Horror
17000000,http://www.smokinaces.net/,7516,en,2006-12-09,57103895,109,Smokin' Aces,Documentary
20000000,,9760,en,2007-01-25,86865564,86,Epic Movie,Drama
16000000,,9966,en,2007-02-02,1109660,90,The Messengers,Sci-Fi
50000000,http://hannibalrising.com/,1248,en,2007-02-06,82169884,121,Hannibal Rising,Thriller
60000000,http://www.meetnorbit.com/,9757,en,2007-02-08,95673607,101,Norbit,Action
150000000,http://disney.go.com/disneypictures/ratatouille/,2062,en,2007-06-22,623722818,111,Ratatouille,Documentary
13000000,,2266,fr,2006-05-16,4857367,120,"Paris, je t'aime",Thriller
13000000,http://theastronautfarmermovie.warnerbros.com/,5172,en,2006-10-15,11130889,104,The Astronaut Farmer,Comedy
15500000,,37725,en,2006-12-26,7385434,95,It's a Boy Girl Thing,Thriller
5000000,,40973,en,1970-06-24,3000000,94,Myra Breckinridge,Drama
14500000,http://www.indigenes-lefilm.com/,2016,fr,2006-05-25,22963701,128,Days of Glory,Thriller
3700000,,9828,en,2006-11-03,3338228,98,Unknown,Sci-Fi
5000000,,9958,en,2006-10-06,3833507,95,Trailer Park Boys: The Movie,Drama
110000000,http://www.sonypictures.com/movies/ghostrider/,1250,en,2007-02-16,228738393,114,Ghost Rider,Horror
10000000,,16555,en,2007-02-14,31609243,100,Daddy's Little Girls,Adventure
40000000,,11172,en,2007-02-09,145896422,96,Music and Lyrics,Horror
30000000,http://wwws.warnerbros.de/number23/,3594,en,2007-02-23,77566815,101,The Number 23,Comedy
10000000,,10090,en,2007-02-23,20342161,84,Reno 911!: Miami,Drama
15000000,http://www.moanmovie.com/,7874,en,2006-12-08,10903846,116,Black Snake Moan,Comedy
994000,http://www.kidulthood.co.uk/,13185,en,2006-03-03,165000,89,Kidulthood,Horror
12000000,http://www.universalstudiosentertainment.com/hot-fuzz/,4638,en,2007-02-14,80573774,121,Hot Fuzz,Drama
70000000,,1738,en,2007-04-24,76066841,96,Next,Documentary
818418,http://www.romanzocriminale.it/,14375,en,2005-09-30,4851244,152,Romanzo criminale,Adventure
13000000,,31659,en,1986-04-17,8475466,100,Wise Guys,Action
65000000,,1949,en,2007-03-02,84785914,157,Zodiac,Drama
2000000,,41393,en,2006-02-25,30,90,Zyzzyx Road,Horror
65000000,http://300themovie.warnerbros.com,1271,en,2006-12-09,422610419,117,300,Horror
8,,14055,en,2006-09-13,21,92,Starter for 10,Drama
11000000,http://www.hostmovie.com/,1255,ko,2006-07-27,88489643,119,The Host,Sci-Fi
16500000,http://becomingjane-themovie.com/,2977,en,2007-03-02,37311672,120,Becoming Jane,Thriller
12000000,,16727,en,2006-09-02,20138836,122,The Namesake,Sci-Fi
11000000,,14434,en,2007-03-16,13196245,90,I Think I Love My Wife,Adventure
20000000,,9963,en,2007-02-08,84146832,96,Premonition,Horror
20000000,http://www.deadsilencemovie.net/,14001,en,2007-03-16,22217407,89,Dead Silence,Documentary
20000000,http://www.sonypictures.com/movies/reignoverme/index.html,2355,en,2007-03-23,22222308,124,Reign Over Me,Drama
61000000,http://www.shootermovie.com/,7485,en,2007-03-22,95696996,124,Shooter,Comedy
34000000,https://www.warnerbros.com/tmnt,1273,en,2007-03-23,95608995,90,TMNT,Drama
21000000,,9075,nl,2006-09-01,26193068,145,Black Book,Documentary
16000000,http://video.movies.go.com/thelookout/,8270,en,2007-03-09,5367030,99,The Lookout,Comedy
40000000,http://www.thereapingmovie.com,1683,en,2007-04-05,62771059,99,The Reaping,Thriller
150000000,,1267,en,2007-03-23,169332978,95,Meet the Robinsons,Sci-Fi
18000000,,13249,en,2006-09-13,1196307,115,Seraphim Falls,Drama
50000000,,1272,en,2007-04-05,32017803,107,Sunshine,Comedy
25000000,,9903,en,2006-10-14,11772461,116,The Hoax,Horror
50000000,,11515,en,2006-11-08,9448082,114,Goya's Ghosts,Thriller
60795000,,7183,en,2007-04-12,73090611,109,Perfect Stranger,Documentary
20000000,http://www.disturbia.com/,8271,en,2007-04-12,117760134,105,Disturbia,Action
45000000,,1534,en,2007-01-11,30822861,99,Pathfinder,Adventure
15500000,,18777,en,2005-09-12,1237615,93,Slow Burn,Adventure
25000000,,1441,en,2006-04-05,5549200,96,The Contract,Drama
19000000,,10294,en,2007-04-20,35300645,80,Vacancy,Action
10000000,http://www.warnerbros.com/land-women,13067,en,2007-04-16,17500000,97,In the Land of Women,Adventure
25000000,,1268,en,2007-03-22,229736344,90,Mr. Bean's Holiday,Horror
30000000,,9785,en,2007-04-27,26810113,102,The Invisible,Drama
258000000,http://www.sonypictures.com/movies/spider-man3/,559,en,2007-05-01,890871626,139,Spider-Man 3,Documentary
22000000,http://disney.go.com/disneypictures/earthsea/#/home,37933,ja,2006-07-29,68000000,115,Tales from Earthsea,Drama
8000000,http://www.northernstars.ca/titles/2005/maurice_richard.html,49081,fr,2005-10-25,2019009,124,The Rocket: The Legend of Rocket Richard,Thriller
4200000,http://www.foxsearchlight.com/daywatch/,2269,ru,2006-01-01,38862717,132,Day Watch,Comedy
2380000,http://www.thisisenglandmovie.co.uk/,11798,en,2006-09-12,8176544,101,This Is England,Adventure
30000000,http://knockedupmovie.com/,4964,en,2007-06-01,219076518,129,Knocked Up,Horror
50000000,http://www.hairspraymovie.com/,2976,en,2007-07-13,90450008,117,Hairspray,Action
15000000,,1562,en,2007-04-26,64238440,100,28 Weeks Later,Action
160000000,http://www.shrekthethird.com/flash/index.html,810,en,2007-05-17,798958165,93,Shrek the Third,Comedy
160000,http://www.foxsearchlight.com/once/,5723,en,2007-03-23,20710513,85,Once,Sci-Fi
300000000,http://disney.go.com/disneypictures/pirates/,285,en,2007-05-19,961000000,169,Pirates of the Caribbean: At World's End,Drama
4000000,,12526,en,2006-05-19,8059140,102,Bug,Drama
20000000,,3432,en,2007-06-01,41637263,120,Mr. Brooks,Horror
9000000,,15568,en,2007-06-01,2955039,97,Gracie,Adventure
30000000,,3489,en,2007-02-14,16930884,108,88 Minutes,Thriller
85000000,http://oceans13.warnerbros.com/,298,en,2007-06-07,311312624,122,Ocean's Thirteen,Comedy
2000000,,14064,en,2006-06-29,300000,90,Ten Canoes,Drama
1000000,,18206,en,2006-04-28,10018,78,Alone With Her,Adventure
10200000,,1691,en,2007-06-08,35619521,93,Hostel: Part II,Documentary
85000000,http://www.sonypictures.com/homevideo/surfsup/,9408,en,2007-06-08,149044513,85,Surf's Up,Action
130000000,,1979,en,2007-06-13,289047763,92,Fantastic 4: Rise of the Silver Surfer,Drama
8000000,http://www.fidothemovie.com/,10288,en,2006-09-07,426224,91,Fido,Comedy
25000000,http://www.deathproof.net/,1991,en,2007-05-21,25037897,113,Death Proof,Thriller
16000,,43353,en,1953-06-25,1000000,66,Robot Monster,Comedy
10000000,,9952,en,2006-09-09,7177143,126,Rescue Dawn,Comedy
2000000,,17320,en,2006-04-28,265198,87,The TV Set,Adventure
250000,,54934,en,1992-09-11,340147,82,Swoon,Action
9000000,,2359,en,2007-05-18,24538513,123,Sicko,Adventure
2224000,,442,sv,2004-09-24,28000000,100,Popular Music,Comedy
16000000,http://www.amightyheartmovie.com/,1988,en,2007-01-01,18928871,100,A Mighty Heart,Adventure
25000000,http://www.1408-themovie.com/,3021,en,2007-07-12,94679598,104,1408,Documentary
9000000,http://www.deathatafuneral-themovie.com/,2196,en,2007-02-09,46,90,Death at a Funeral,Thriller
110000000,,1571,en,2007-06-20,383531464,128,Live Free or Die Hard,Thriller
35000000,http://licensetowedthemovie.warnerbros.com/,2959,en,2007-07-04,69307224,91,License to Wed,Sci-Fi
175000000,http://www.evanalmighty.com/,2698,en,2007-06-09,173000000,96,Evan Almighty,Comedy
150000000,http://www.transformersmovie.com/,1858,en,2007-06-27,709709780,144,Transformers,Sci-Fi
17000000,,14125,en,2007-03-09,2626800,96,Captivity,Action
150000000,http://www.harrypotterorderofthephoenix.com/,675,en,2007-06-28,938212738,138,Harry Potter and the Order of the Phoenix,Comedy
85000000,http://www.chuckandlarry.com/index.php,3563,en,2007-07-12,186072214,115,I Now Pronounce You Chuck & Larry,Comedy
70000000,http://www.stardustmovie.com,2270,en,2007-08-09,135560026,127,Stardust,Sci-Fi
75000000,http://www.simpsonsmovie.com/,35,en,2007-07-25,527068851,87,The Simpsons Movie,Adventure
12000000,http://sonypictures.com/homevideo/iknowwhokilledme/,5857,en,2007-07-27,9620399,105,I Know Who Killed Me,Comedy
28000000,http://noreservationsmovie.warnerbros.com/,3638,en,2007-07-25,92601050,104,No Reservations,Horror
70000000,http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,en,2007-08-03,442824138,115,The Bourne Ultimatum,Documentary
4000000,http://www.youkillmethefilm.com/,8141,en,2007-02-09,2426851,90,You Kill Me,Documentary
20000000,http://www.areyousuperbad.com/,8363,en,2007-08-17,121463226,113,Superbad,Horror
140000000,,5174,en,2007-08-08,258022233,91,Rush Hour 3,Adventure
67000000,,9703,en,2007-04-19,25303038,102,The Last Legion,Horror
16500000,,10760,en,2007-09-21,13620075,108,Sydney White,Horror
70000000,http://www.thekingdommovie.com/,4349,en,2007-08-22,86658558,110,The Kingdom,Thriller
6000000,http://www.sonypictures.com/movies/daddydaycamp/site/,14144,en,2007-08-08,18197398,89,Daddy Day Camp,Drama
80000000,,4858,en,2007-08-17,15071514,99,The Invasion,Thriller
25000000,,10431,en,2007-08-24,40452643,103,War,Action
20000000,,12435,en,2007-08-24,47738099,106,The Nanny Diaries,Horror
15000000,http://www.halloweenmovies.com/,2082,en,2007-08-31,80253908,109,Halloween,Comedy
20000000,,11835,en,2007-08-31,16974459,105,Death Sentence,Documentary
15000000,,13501,en,2007-01-25,20380,93,The Good Night,Documentary
55000000,http://www.310toyumathefilm.com/,5176,en,2007-09-06,70016220,122,3:10 to Yuma,Action
39000000,http://wwws.warnerbros.de/shootemup/,4141,en,2007-07-26,26820641,86,Shoot 'Em Up,Documentary
30000000,,4347,en,2007-08-29,129266061,123,Atonement,Horror
852510,,2009,ro,2007-08-24,1185783,113,"4 Months, 3 Weeks and 2 Days",Thriller
2000000,http://www.noendinsightmovie.com,12901,en,2007-07-27,1431623,102,No End in Sight,Documentary
70000000,http://www.thebraveone.com,4413,en,2007-09-14,69766619,122,The Brave One,Comedy
23000000,http://wip.warnerbros.com/inthevalleyofelah/,6973,en,2007-08-31,29541790,124,In the Valley of Elah,Documentary
2200000,,7913,hi,2006-01-26,11502151,157,Rang De Basanti,Action
24000000,,15019,en,2007-05-11,9576495,97,I Could Never Be Your Woman,Action
4000000,http://wip.warnerbros.com/decemberboys/,4629,en,2007-09-20,46474,105,December Boys,Action
51500000,http://www.focusfeatures.com/easternpromises/,2252,en,2007-09-14,55112356,100,Eastern Promises,Horror
8000000,,13072,en,2007-04-30,458232,99,Brooklyn Rules,Documentary
22000000,,10425,en,2007-07-23,413454,97,The Death and Life of Bobby Z,Adventure
45000000,http://www.sonypictures.com/movies/residentevilextinction/index.html,7737,en,2007-09-20,148412065,94,Resident Evil: Extinction,Thriller
25000000,http://www.goodluckchuckthemovie.com/,10030,en,2007-09-21,59192128,101,Good Luck Chuck,Action
15000000,http://www.intothewild.com/,5915,en,2007-09-11,56255142,148,Into the Wild,Thriller
22000000,http://movies.disney.com/the-game-plan,13680,en,2007-09-28,147880543,110,The Game Plan,Action
60000000,,9038,en,2007-10-05,127766650,116,The Heartbreak Kid,Comedy
25000000,http://daninreallife.movies.go.com/,7211,en,2007-10-26,68377859,98,Dan in Real Life,Adventure
16000000,http://www.foxsearchlight.com/thedarjeelinglimited/,4538,en,2007-09-29,24377151,91,The Darjeeling Limited,Comedy
21000000,,2001,en,2007-05-25,54926886,117,We Own the Night,Adventure
55000000,,4517,en,2007-09-09,74237563,114,Elizabeth: The Golden Age,Comedy
25000000,http://michaelclayton.warnerbros.com/,4566,en,2007-09-28,92991835,119,Michael Clayton,Sci-Fi
12000000,http://www.larsandtherealgirl-themovie.com/,6615,en,2007-10-12,11293663,106,Lars and the Real Girl,Sci-Fi
30000000,http://www.30daysofnight.com/,4513,en,2007-10-17,75505973,113,30 Days of Night,Thriller
27500000,http://www.renditionmovie.com,5125,en,2007-09-07,24748670,120,Rendition,Comedy
16000000,http://www.thingswelostinthefiremovie.com/,3877,en,2007-09-26,2849142,113,Things We Lost in the Fire,Comedy
19000000,http://www.miramax.com/movie/gone-baby-gone,4771,en,2007-10-19,34619699,113,Gone Baby Gone,Documentary
30000000,http://jessejamesmovie.warnerbros.com/,4512,en,2007-09-02,14711793,160,The Assassination of Jesse James by the Coward Robert Ford,Drama
8000000,,13197,en,2006-02-19,143451,107,10th & Wolf,Documentary
3800000,http://www.yasaminkiyisinda.com/,2014,de,2007-09-27,17804565,122,The Edge of Heaven,Action
15000000,,17202,en,2007-10-12,55184721,113,Why Did I Get Married?,Action
10000000,http://movies.break.com/saw4/,663,en,2007-10-25,139352633,93,Saw IV,Documentary
100000000,http://www.americangangster.net/,4982,en,2007-11-02,266465037,157,American Gangster,Comedy
150000000,http://www.beemovie.com/,5559,en,2007-10-28,287594577,91,Bee Movie,Sci-Fi
18000000,,7972,en,2007-09-26,25005257,117,Before the Devil Knows You're Dead,Documentary
14000000,,2013,fr,2007-05-22,19777647,112,The Diving Bell and the Butterfly,Horror
25000000,,6977,en,2007-11-08,171600000,122,No Country for Old Men,Sci-Fi
1000000,,10520,en,2007-02-09,18479,87,Itty Bitty Titty Committee,Documentary
25000000,http://augustrushmovie.warnerbros.com/,5123,en,2007-11-21,66122026,114,August Rush,Drama
3,,43987,ko,2006-08-24,4,113,No Mercy for the Rude,Action
35000000,,4515,en,2007-10-22,63215872,92,Lions for Lambs,Adventure
100000000,,5375,en,2007-11-03,97838349,116,Fred Claus,Documentary
70000000,http://www.beowulfmovie.com/,2310,en,2007-11-05,195735876,115,Beowulf,Drama
45000000,http://www.loveinthetime.com/,6639,en,2007-10-04,4607608,139,Love in the Time of Cholera,Action
17000000,http://darko.com/film_southlandtales.html,4723,en,2006-05-15,374743,144,Southland Tales,Drama
4000000,,20714,ru,2007-06-06,7537453,159,12,Comedy
18000000,http://www.themist-movie.com/,5876,en,2007-11-21,57096190,126,The Mist,Sci-Fi
85000000,http://disney.go.com/disneypictures/enchanted/,4523,en,2007-11-20,340487652,107,Enchanted,Action
24000000,http://www.hitmanmovie.com/,1620,en,2007-11-21,99965753,89,Hitman,Adventure
8000000,http://www.p2themovie.com/,13474,en,2007-11-09,7766240,98,P2,Drama
9100000,,8079,hi,2007-11-07,37707444,170,Om Shanti Om,Drama
86000000,,13483,en,2007-11-28,14373825,84,Awake,Drama
180000000,http://www.goldencompassmovie.com/index_german.html,2268,en,2007-12-04,372234864,113,The Golden Compass,Comedy
150000000,http://iamlegend.warnerbros.com/,6479,en,2007-12-14,585349010,101,I Am Legend,Horror
60000000,http://www.chipmunks.com,6477,en,2007-12-13,361366633,92,Alvin and the Chipmunks,Sci-Fi
20000000,http://www.imnotthere-movie.com/,3902,en,2007-10-01,4001121,135,I'm Not There.,Sci-Fi
7500000,http://www.foxsearchlight.com/juno/,7326,en,2007-12-05,231411584,96,Juno,Horror
10000000,,1989,en,2007-05-16,21786738,111,My Blueberry Nights,Action
5000000,,11600,en,2007-01-01,782102,90,Redacted,Drama
900000,,46902,en,2006-04-08,82701,86,The Treatment,Action
1300000,http://www.journeyfromthefall.com/home.aspx,25784,vi,2006-02-22,639000,135,Journey from the Fall,Sci-Fi
45000000,http://www.warnerbros.com/bucket-list,7350,en,2007-12-25,175372502,97,The Bucket List,Documentary
20000000,http://www.kiterunnermovie.com/,7979,en,2007-10-14,73276047,128,The Kite Runner,Drama
50000000,http://www.sweeneytoddmovie.com/,13885,en,2007-12-20,152000000,116,Sweeney Todd: The Demon Barber of Fleet Street,Thriller
130000000,http://disney.go.com/disneypictures/nationaltreasure/,6637,en,2007-12-13,457363168,124,National Treasure: Book of Secrets,Comedy
25000000,,7345,en,2007-12-28,77208711,158,There Will Be Blood,Documentary
75000000,http://www.charliewilsonswar.net/,6538,en,2007-12-19,119000410,102,Charlie Wilson's War,Drama
40000000,http://www.avp-r.com/,440,en,2007-12-25,41797066,94,Aliens vs Predator: Requiem,Documentary
35000000,http://www.walkhard-movie.com/,6575,en,2007-12-21,18317151,96,Walk Hard: The Dewey Cox Story,Comedy
15000000,,14047,en,2007-12-27,30226144,126,The Great Debaters,Action
40000000,http://www.thewaterhorse.com/,54318,en,2007-12-25,103071443,112,The Water Horse,Thriller
30000000,,6023,en,2007-11-15,156835339,126,P.S. I Love You,Comedy
30000000,http://www.27dressesthemovie.com/,6557,en,2008-01-10,160259319,111,27 Dresses,Documentary
2600000,http://www.taarezameenpar.com/,7508,hi,2007-12-21,28430000,165,Taare Zameen Par,Sci-Fi
70000000,,10253,ko,2007-02-08,53587404,90,Dragon Wars: D-War,Action
1500000,http://www.3l-filmverleih.de/rec,8329,es,2007-04-10,30448000,78,[REC],Documentary
20000000,http://www.flawlessfilm.com/,13195,en,2007-09-01,6819587,108,Flawless,Adventure
25000000,http://www.cloverfieldmovie.com/,7191,en,2008-01-15,170764026,85,Cloverfield,Action
35000000,http://www.sonypictures.com/movies/untraceable/,8090,en,2008-01-22,32483410,101,Untraceable,Action
50000000,http://www.rambofilm.com/,7555,en,2008-01-24,113244290,92,Rambo,Drama
30000000,http://www.meetthespartans.com/,7278,en,2008-01-24,84646831,84,Meet the Spartans,Thriller
12000000,http://www.theeyethefilm.com,9030,en,2008-02-01,56309766,98,The Eye,Drama
50000,,13059,en,2007-02-22,249905,103,The Signal,Horror
85000000,,11253,en,2008-07-11,160388063,120,Hellboy II: The Golden Army,Adventure
15000000,http://www.filminfocus.com/film/in_bruges,8321,en,2008-02-08,34533783,107,In Bruges,Comedy
2000000,,62652,bm,2006-06-21,111000,115,Bamako,Documentary
7000000,,19384,en,1990-01-26,9229401,91,Dark Angel,Action
35000000,,13490,en,2008-02-08,43650785,114,Welcome Home Roscoe Jenkins,Adventure
70000000,http://www.warnerbros.com/fools-gold,8676,en,2008-02-07,111231041,112,Fool's Gold,Thriller
15000000,http://www.u23dmovie.com/,37003,en,2007-05-19,22730842,85,U2 3D,Adventure
85000000,http://www.fox.co.uk/jumper,8247,en,2008-02-10,222231186,88,Jumper,Comedy
40000000,http://www.vantagepoint-movie.com/index.php,7461,en,2008-02-01,151161491,90,Vantage Point,Thriller
90000000,,8204,en,2008-02-14,162839667,95,The Spiderwick Chronicles,Adventure
23000000,,8328,en,2008-02-14,150816700,98,Step Up 2: The Streets,Thriller
8376800,http://www.jodhaaakbar.com/,14073,hi,2008-02-15,13000000,213,Jodhaa Akbar,Thriller
10000000,http://www.runfatboyrunmovie.com/,7942,en,2007-09-06,33000000,100,"Run, Fatboy, Run",Horror
1000000,http://www.taxitothedarkside.com/,13362,en,2007-04-30,274661,106,Taxi to the Dark Side,Action
105000000,,7840,en,2008-02-22,266000000,109,"10,000 BC",Sci-Fi
20000000,http://thebankjobmovie.com/,8848,en,2008-02-28,64822796,112,The Bank Job,Comedy
30000000,,13460,en,2008-03-14,22211426,108,Doomsday,Comedy
85000000,,12222,en,2008-03-03,297138014,88,Horton Hears a Who!,Adventure
15000000,http://wip.warnerbros.com/funnygames/,8461,en,2007-10-20,7938872,112,Funny Games,Thriller
18000000,,12246,ru,2007-09-20,26527510,120,Mongol: The Rise of Genghis Khan,Drama
62000000,http://www.lovegurumovie.com/,12177,en,2008-06-20,41819064,87,The Love Guru,Comedy
2000000,,13025,en,2007-09-08,5364858,95,Diary of the Dead,Comedy
8000000,http://www.thefilmfactory.co.uk/hallamfoe/,2239,en,2007-02-16,60641,95,Hallam Foe,Action
3500000,,14011,en,2008-02-26,5231128,75,Justice League: The New Frontier,Action
25000000,http://whatjusthappenedfilm.com/,8944,en,2008-10-17,6673422,104,What Just Happened,Adventure
2000000,,28260,en,1993-10-01,54207,97,Return of the Living Dead 3,Adventure
185000000,http://thedarkknight.warnerbros.com/dvdsite/,155,en,2008-07-16,1004558444,152,The Dark Knight,Documentary
2500,,46883,en,2007-03-12,15425,78,Quiet City,Thriller
20000000,http://www.neverbackdownthemovie.com/,8456,en,2008-03-04,41627431,115,Never Back Down,Adventure
24000000,,13495,es,2006-09-01,23321954,145,Alatriste,Documentary
300000,,27323,en,1983-03-04,3952448,88,Joysticks,Action
35000000,http://www.sonypictures.com/movies/21/,8065,en,2008-03-27,69823199,123,21,Sci-Fi
7000000,http://www.smartpeoplemovie.com/,12890,en,2008-04-11,10569964,95,Smart People,Adventure
58000000,http://www.leatherheadsmovie.com/,4942,en,2008-03-24,41299492,114,Leatherheads,Drama
16000000,,14044,en,2007-10-09,34786960,124,Assembly,Documentary
40000000,,11483,en,1986-05-08,1641825,124,Pirates,Comedy
25000000,http://www.stoplossmovie.com/,8988,en,2008-03-28,11207130,113,Stop-Loss,Drama
6000000,,7351,en,2008-02-09,1300000,138,Julia,Documentary
37000000,,10488,en,2008-04-03,100076342,96,Nim's Island,Comedy
30000000,http://www.forgettingsarahmarshall.com/,9870,en,2008-04-17,105173115,111,Forgetting Sarah Marshall,Thriller
35000000,,11918,en,2008-03-27,25871834,85,Superhero Movie,Sci-Fi
20000000,,1266,en,2008-04-10,65569869,109,Street Kings,Documentary
12000000,http://www.haroldandkumar.com,13335,en,2008-04-25,43493123,107,Harold & Kumar Escape from Guantanamo Bay,Comedy
120000000,http://www.speedracerthemovie.warnerbros.com/,7459,en,2008-05-09,93945766,135,Speed Racer,Action
55000000,http://www.forbiddenkingdommovie.com/,1729,en,2008-04-18,127906624,104,The Forbidden Kingdom,Horror
38000000,,14324,en,2007-12-17,5410749,93,Virgin Territory,Sci-Fi
